"CATCH_REPORT_TYPE_CODE","YEAR","EL_REPORT_ID","TRIP_TARGET_DATE","LANDING_DATE","PORT_CODE","PROCESSING_SECTOR","CATCHER_VESSEL_ID","MANAGEMENT_PROGRAM_CODE","AGENCY_GEAR_CODE","ADFG_STAT_AREA_CODE","REPORTING_AREA_CODE","ESTIMATED_COUNT","RATE_PRECEDENCE","RATE","RETAINED_GF_WEIGHT","TOTAL_GF_BASIS_WEIGHT","MANUAL_CALC_EXAMPLE"
"OBS",2018,,"3/17/2018",,,"CP",34017,"A80","NPT","825201","542",0,50,0,28.93783,29.21759,0
"OBS",2018,,"9/15/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,37.49093,38.11073,0
"ELLR",2018,4003519,"3/21/2018","3/22/2018","KOD","S",5,"OA","PTR","545732","620",0.904869737326514373,40,0.0080175478,111.2634868067,112.861159035,0.904869737326514373
"ELLR",2018,3991873,"1/30/2018","1/31/2018","KOD","S",6222,"OA","PTR","525703","630",5.02261373980493764926,50,0.0444678009,112.4255904585,112.9494519214,5.02261373980493764926
"ELLR",2018,4595202,"8/25/2018","8/26/2018","AKU","S",1043,"OA","PTR","645331","610",9.4205108772447321141,40,0.0714844782,131.7840056255,131.7840056255,9.4205108772447321141
"OBS",2018,,"3/24/2018",,,"CP",3819,"A80","NPT","785131","542",0,50,0,34.86259,34.86259,0
"OBS",2018,,"3/3/2018",,,"CP",2134,"A80","NPT","715202","541",0,50,0,18.4788157,18.69423,0
"OBS",2018,,"3/10/2018",,,"CP",2134,"A80","NPT","795230","542",0,50,0,45.49287,45.49287,0
"OBS",2018,,"8/18/2018",,,"CP",2800,"OA","NPT","545702","620",0,50,0,30.82538,31.63077,0
"OBS",2018,,"7/7/2018",,,"CP",2134,"A80","NPT","845130","543",0,50,0,29.4252983,30.01211,0
"OBS",2018,,"10/13/2018",,,"CP",2134,"A80","NPT","715130","541",0,50,0,26.0989441,26.57075,0
"OBS",2018,,"6/23/2018",,,"CP",34249,"A80","NPT","705232","541",0,50,0,11.1124248,11.83305,0
"ELLR",2018,3997479,"2/26/2018","2/28/2018","KOD","S",410,"SMO","PTR","476005","649",9.0079556352347409975,25,0.0731607306,121.6992864633,123.1255560375,9.0079556352347409975
"ELLR",2018,4617430,"10/1/2018","10/3/2018","SPT","S",4131,"OA","PTR","585531","620",0.14783893607723629978,40,0.1095974171,1.3371131961,1.3489271918,0.14783893607723629978
"OBS",2018,,"3/24/2018",,,"CP",4093,"A80","NPT","795230","542",0,50,0,51.20209,51.27329,0
"OBS",2018,,"9/15/2018",,,"CP",4093,"A80","NPT","775131","542",0,50,0,5.24479,5.253,0
"OBS",2018,,"7/21/2018",,,"CP",3835,"A80","NPT","795230","542",0,50,0,14.07513,14.14217,0
"ELLR",2018,4186525,"6/9/2018","6/11/2018","KOD","S",4037,"OA","NPT","545631","620",0,25,0,112.3769542481,117.4117984492,0
"OBS",2018,,"2/24/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,30.082815,30.13153,0
"OBS",2018,,"11/3/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,36.1096992,36.62717,0
"ELLR",2018,4621636,"10/26/2018","10/29/2018","KOD","S",4037,"OA","NPT","525702","630",5.00144440438317769888,40,0.3169539778,12.867563894,15.7797180496,5.00144440438317769888
"ELLR",2018,4043513,"5/25/2018","5/27/2018","KOD","S",2861,"RPP","NPT","495730","630",0,50,0,27.0357381847,27.3986030571,0
"OBS",2018,,"7/14/2018",,,"CP",4093,"OA","NPT","695239","610",0,50,0,9.490214,10.98175,0
"OBS",2018,,"4/21/2018",,,"CP",367,"OA","NPT","565604","620",0,50,0,11.05745,15.4283,0
"OBS",2018,,"11/3/2018",,,"CP",4093,"A80","NPT","725201","541",2.501816797095596,50,0.0780850958,31.55032,32.03962,2.501816797095596
"OBS",2018,,"10/13/2018",,,"M",685,"OA","NPT","725201","541",6.141497769982442,50,0.6202493087,9.4416491,9.90166,6.141497769982442
"OBS",2018,,"8/4/2018",,,"CP",34017,"A80","NPT","855200","543",0,50,0,8.8063569,8.9611,0
"ELLR",2018,4619367,"10/13/2018","10/15/2018","KOD","S",31729,"OA","PTR","525702","630",13.19179059659294906492,40,0.1541178646,83.9331857372,85.5954670202,13.19179059659294906492
"OBS",2018,,"8/18/2018",,,"CP",2800,"OA","NPT","545732","620",0,50,0,20.82131,21.74621,0
"ELLR",2018,4602228,"9/1/2018","9/3/2018","SPT","S",4144,"OA","PTR","605431","610",5.39603463581850652985,40,0.0906931465,59.4977111729,59.4977111729,5.39603463581850652985
"OBS",2018,,"9/8/2018",,,"CP",34017,"A80","NPT","785131","542",0,50,0,27.7069914,28.56031,0
"OBS",2018,,"4/14/2018",,,"CP",4635,"A80","NPT","715130","541",0,50,0,29.35617,29.4159,0
"OBS",2018,,"9/1/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,35.06836,35.06836,0
"OBS",2018,,"8/11/2018",,,"CP",4093,"A80","NPT","835200","543",0,50,0,15.678845,16.38633,0
"ELLR",2018,3994445,"2/13/2018","2/13/2018","KOD","S",1571,"OA","PTR","525732","630",5.71878134790838297636,50,0.0459097036,123.9881135623,124.5658520851,5.71878134790838297636
"OBS",2018,,"11/10/2018",,,"CP",4093,"A80","NPT","725201","541",0,50,0,14.43291,15.14341,0
"OBS",2018,,"10/27/2018",,,"CP",3835,"CDQ","NPT","715202","541",0,50,0,22.5715725,23.36161,0
"ELLR",2018,3995626,"2/17/2018","2/18/2018","KOD","S",32645,"OA","PTR","545702","620",15.74735645697545088576,40,0.1191463177,130.9335199317,132.1682177088,15.74735645697545088576
"OBS",2018,,"3/3/2018",,,"CP",3423,"A80","NPT","795230","542",0,50,0,34.985,34.985,0
"ELLR",2018,4072766,"6/1/2018","6/2/2018","KOD","S",1571,"OA","NPT","555630","620",0,25,0,84.1455873069,87.7417229094,0
"ELLR",2018,4618539,"10/8/2018","10/9/2018","KOD","S",2791,"OA","PTR","515700","630",19.77374846986087415286,40,0.1541178646,125.8111012973,128.3027669841,19.77374846986087415286
"OBS",2018,,"8/11/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,22.6392,22.789,0
"OBS",2018,,"6/23/2018",,,"CP",4093,"RPP","NPT","565501","620",0,50,0,22.26563,22.26563,0
"OBS",2018,,"8/11/2018",,,"CP",2800,"OA","NPT","545702","620",0,50,0,10.602618,18.65263,0
"OBS",2018,,"10/13/2018",,,"CP",3819,"A80","NPT","725201","541",0,50,0,15.1721449,16.65148,0
"ELLR",2018,4060185,"10/9/2018","10/9/2018","KCO","S",4141,"OA","PTR","605503","610",10.8781666677662339702,40,0.6335627908,17.1698319815,17.1698319815,10.8781666677662339702
"OBS",2018,,"10/27/2018",,,"CP",3835,"A80","NPT","715130","541",0.093760643252848,50,0.0101260393,8.5854472,9.25936,0.093760643252848
"OBS",2018,,"6/30/2018",,,"CP",1879,"OA","NPT","555630","620",0,50,0,27.7361232,28.85588,0
"OBS",2018,,"4/7/2018",,,"CP",4093,"A80","NPT","855200","543",0.924359458218987,50,0.0512790341,17.572004,18.02607,0.924359458218987
"ELLR",2018,4621636,"10/26/2018","10/29/2018","KOD","S",4037,"OA","NPT","535632","630",40.01155523519220318216,40,0.3169539778,102.9405111526,126.2377443972,40.01155523519220318216
"OBS",2018,,"4/14/2018",,,"CP",2123,"OA","NPT","565534","620",0,50,0,18.2749767,20.82937,0
"OBS",2018,,"7/7/2018",,,"CP",661,"CDQ","NPT","825201","542",0,50,0,40.1831397,44.37,0
"OBS",2018,,"3/10/2018",,,"CP",2134,"A80","NPT","795230","542",0,50,0,46.255,46.255,0
"OBS",2018,,"6/23/2018",,,"CP",4093,"RPP","NPT","555532","620",0,50,0,28.90566,29.41486,0
"OBS",2018,,"3/17/2018",,,"CP",34017,"A80","NPT","845130","543",0,50,0,4.04065,4.87053,0
"ELLR",2018,3995066,"3/12/2018","3/12/2018","KCO","S",4141,"OA","PTR","605531","610",0,40,0,85.5965089579,85.5965089579,0
"OBS",2018,,"8/11/2018",,,"CP",2134,"A80","NPT","795230","542",0,50,0,28.6932789,29.1251,0
"OBS",2018,,"3/10/2018",,,"CP",3819,"A80","NPT","715202","541",0,50,0,1.821,1.821,0
"OBS",2018,,"2/24/2018",,,"CP",34017,"A80","NPT","785131","542",0,50,0,18.71245,18.757,0
"ELLR",2018,4523617,"10/3/2018","10/3/2018","KCO","S",10562,"OA","PTR","605431","610",0,50,0,62.8683560743,62.8683560743,0
"ELLR",2018,3995466,"2/16/2018","2/17/2018","KOD","S",6222,"OA","PTR","555701","620",16.55922152542990107035,40,0.1191463177,137.6838815821,138.9822349955,16.55922152542990107035
"OBS",2018,,"7/28/2018",,,"CP",2733,"CDQ","NPT","845202","543",0,50,0,20.4314752,21.33491,0
"OBS",2018,,"10/13/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,21.8691175,22.38891,0
"OBS",2018,,"9/1/2018",,,"CP",4092,"A80","NPT","795230","542",0,50,0,5.4404127,5.551,0
"OBS",2018,,"8/4/2018",,,"CP",4093,"A80","NPT","845130","543",0,50,0,46.20785,46.23299,0
"OBS",2018,,"9/1/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,26.7602544,27.03663,0
"OBS",2018,,"7/14/2018",,,"CP",2800,"RPP","NPT","585431","620",0,50,0,8.28542,10.76861,0
"OBS",2018,,"8/18/2018",,,"CP",2800,"OA","NPT","535802","630",0,50,0,9.827793,19.59043,0
"OBS",2018,,"7/28/2018",,,"CP",2800,"RPP","NPT","565501","620",0,50,0,29.327411,29.81384,0
"ELLR",2018,3995163,"2/15/2018","2/16/2018","KOD","S",6097,"OA","PTR","555630","620",0.0999269336759709008,50,0.0072783382,13.6011032922,13.729361144,0.0999269336759709008
"ELLR",2018,3998536,"3/3/2018","3/5/2018","KOD","S",825,"OA","PTR","465901","640",0,50,0,127.3941386687,129.8600510467,0
"OBS",2018,,"8/18/2018",,,"CP",3835,"A80","NPT","725201","541",7.369739067308855,50,0.1073403295,68.45798,68.65769,7.369739067308855
"OBS",2018,,"2/24/2018",,,"CP",3423,"A80","NPT","725201","541",0,50,0,42.11824,42.34332,0
"ELLR",2018,4000265,"3/12/2018","3/13/2018","SPT","S",4187,"OA","PTR","605531","610",6.46479979345798172355,40,0.0813992785,79.4208488403,79.4208488403,6.46479979345798172355
"OBS",2018,,"6/30/2018",,,"CP",3835,"A80","NPT","855200","543",0,50,0,10.26047,10.31554,0
"ELLR",2018,4618542,"10/9/2018","10/9/2018","SPT","S",4521,"OA","PTR","605431","610",16.74812218309285299509,40,0.2045957941,81.8371353953,81.8595624449,16.74812218309285299509
"ELLR",2018,3996706,"2/22/2018","2/24/2018","KOD","S",4305,"OA","PTR","565604","620",12.8304089064067027044,40,0.131268374,96.3970875984,97.7418133206,12.8304089064067027044
"ELLR",2018,4001898,"3/18/2018","3/19/2018","KOD","S",519,"OA","PTR","545732","620",1.09075068506309991484,40,0.0080175478,134.1195527386,136.0454233978,1.09075068506309991484
"OBS",2018,,"7/14/2018",,,"CP",3694,"OA","NPT","695200","610",0,50,0,10.2497334,10.40799,0
"OBS",2018,,"7/14/2018",,,"CP",4093,"OA","NPT","695200","610",0,50,0,24.789917,24.88467,0
"ELLR",2018,3988431,"2/20/2018","2/20/2018","KCO","S",823,"OA","PTR","545702","620",0,25,0,130.4894530016,130.4894530016,0
"OBS",2018,,"5/26/2018",,,"CP",367,"OA","NPT","505730","630",0,50,0,2.3574023121,3.9997109827,0
"ELLR",2018,3999286,"3/2/2018","3/8/2018","ADA","S",1482,"OA","NPT","735201","541",0,50,0,74.6613041019,77.8649705258,0
"OBS",2018,,"3/17/2018",,,"CP",34017,"A80","NPT","845130","543",0,50,0,25.17684,25.93119,0
"OBS",2018,,"8/25/2018",,,"CP",3423,"A80","NPT","715202","541",0,50,0,19.9741743,20.3896,0
"OBS",2018,,"7/21/2018",,,"CP",4093,"OA","NPT","655330","610",0,50,0,17.932476,26.4202,0
"OBS",2018,,"6/16/2018",,,"CP",2123,"OA","NPT","565534","620",0,50,0,1.2527496,1.40796,0
"OBS",2018,,"8/4/2018",,,"CP",3835,"A80","NPT","785131","542",0,50,0,14.98347,15.12581,0
"ELLR",2018,4000647,"3/14/2018","3/15/2018","KOD","S",823,"OA","PTR","545732","620",1.11461322829340375046,40,0.0088638138,123.9686090904,125.7487187167,1.11461322829340375046
"OBS",2018,,"4/7/2018",,,"CP",2134,"A80","NPT","725201","541",0,50,0,31.1988,31.614,0
"OBS",2018,,"8/11/2018",,,"CP",4093,"A80","NPT","875232","543",0,50,0,28.333765,34.218,0
"ELLR",2018,4003341,"3/21/2018","3/22/2018","KOD","S",6182,"OA","PTR","545732","620",0.95823733086709873496,40,0.0080175478,117.8256076235,119.5175076932,0.95823733086709873496
"OBS",2018,,"8/4/2018",,,"CP",3835,"A80","NPT","785131","542",0,50,0,36.44973,36.74819,0
"OBS",2018,,"4/21/2018",,,"CP",3819,"A80","NPT","855231","543",0,50,0,35.17748,35.253,0
"OBS",2018,,"8/4/2018",,,"CP",4635,"A80","NPT","715130","541",0,50,0,15.0862239,15.23861,0
"OBS",2018,,"7/7/2018",,,"CP",1879,"RPP","NPT","565501","620",0,50,0,7.1216982,7.37926,0
"OBS",2018,,"7/28/2018",,,"CP",4635,"A80","NPT","725130","541",0,50,0,5.1904017,5.36001,0
"OBS",2018,,"6/16/2018",,,"CP",2123,"OA","NPT","545732","620",0,50,0,5.6121696,8.75492,0
"OBS",2018,,"7/28/2018",,,"CP",4093,"A80","NPT","835200","543",0,50,0,23.22527,23.22527,0
"OBS",2018,,"3/31/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,16.4270776,17.94361,0
"OBS",2018,,"7/21/2018",,,"CP",1879,"RPP","NPT","535530","630",0,50,0,22.3506616,22.56571,0
"ELLR",2018,4017084,"5/6/2018","5/8/2018","KOD","S",6182,"RPP","NPT","545602","620",0,50,0,41.6751597709,41.6751597709,0
"ELLR",2018,3995956,"2/19/2018","2/21/2018","SPT","S",2142,"OA","PTR","555630","620",4.05555551340694456729,50,0.0314648459,127.1183545077,128.8916375531,4.05555551340694456729
"ELLR",2018,4001776,"3/18/2018","3/19/2018","KOD","S",1571,"OA","PTR","545732","620",0.92845299753884260472,40,0.0080175478,114.163302828,115.8026145524,0.92845299753884260472
"OBS",2018,,"9/1/2018",,,"CP",34249,"CDQ","NPT","795230","542",0,50,0,5.2860654,5.40834,0
"ELLR",2018,3992992,"2/4/2018","2/6/2018","KOD","S",410,"OA","PTR","555600","620",15.95956003718379746031,40,0.1226891047,128.885550381,130.0813146873,15.95956003718379746031
"OBS",2018,,"9/22/2018",,,"CP",3819,"A80","NPT","785131","542",0,50,0,2.8415257,2.94665,0
"OBS",2018,,"7/28/2018",,,"CP",661,"CDQ","NPT","725201","541",1.481537714164237,50,0.0714025393,20.5261947,20.74909,1.481537714164237
"OBS",2018,,"3/31/2018",,,"CP",3423,"A80","NPT","725201","541",0,50,0,44.30402,44.30402,0
"OBS",2018,,"3/31/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,20.40089,20.43336,0
"ELLR",2018,4001139,"3/15/2018","3/17/2018","KOD","S",4989,"OA","PTR","545732","620",1.1363586756099086043,40,0.0088638138,126.3871636073,128.2020021235,1.1363586756099086043
"ELLR",2018,3998524,"3/2/2018","3/4/2018","KOD","S",4131,"OA","NPT","525702","630",0,40,0,2.23466817,2.6505359935,0
"ELLR",2018,4598748,"8/28/2018","8/29/2018","KOD","S",2010,"OA","PTR","535702","620",2.7642648359728220361,40,0.0449242982,59.3303355883,61.5316197855,2.7642648359728220361
"OBS",2018,,"3/10/2018",,,"M",3373,"OA","NPT","715202","541",0,50,0,17.27661,17.27661,0
"ELLR",2018,4029760,"5/17/2018","5/18/2018","KOD","S",1674,"OA","NPT","525630","630",0,40,0,3.0423075285,3.1844352259,0
"OBS",2018,,"7/7/2018",,,"CP",2134,"CDQ","NPT","845130","543",0,50,0,44.7272397,45.20614,0
"OBS",2018,,"5/5/2018",,,"CP",3819,"A80","NPT","735230","541",0,50,0,11.805034,12.41099,0
"OBS",2018,,"3/10/2018",,,"CP",2134,"A80","NPT","795230","542",0,50,0,48.3136335,48.93253,0
"ELLR",2018,3994200,"2/10/2018","2/11/2018","KOD","S",825,"OA","PTR","555630","620",14.54066537230994630657,40,0.1226891047,117.4268999302,118.5163540631,14.54066537230994630657
"OBS",2018,,"3/10/2018",,,"M",685,"OA","NPT","725201","541",0,50,0,19.6391232,19.86211,0
"OBS",2018,,"8/11/2018",,,"CP",2800,"OA","NPT","555630","620",0,50,0,10.55596,20.27393,0
"OBS",2018,,"3/24/2018",,,"M",3373,"OA","NPT","715130","541",0,50,0,50.85809,50.86689,0
"OBS",2018,,"2/24/2018",,,"CP",3423,"A80","NPT","845202","543",0,50,0,44.5808,44.5808,0
"OBS",2018,,"3/17/2018",,,"CP",3423,"A80","NPT","795230","542",0,50,0,36.43499,36.43499,0
"OBS",2018,,"7/21/2018",,,"CP",3819,"RPP","NPT","555532","620",0,50,0,32.918595,33.18961,0
"ELLR",2018,4007483,"4/1/2018","4/4/2018","ADA","S",5000,"OA","NPT","735201","541",0,25,0,61.2081246872,62.0343017998,0
"ELLR",2018,4601368,"8/31/2018","9/2/2018","SPT","S",15532,"OA","PTR","605431","610",2.214772529713219344,40,0.0906931465,24.420506016,24.420506016,2.214772529713219344
"OBS",2018,,"2/17/2018",,,"M",11770,"OA","NPT","795230","542",0,50,0,36.0012,37.896,0
"ELLR",2018,4624524,"11/23/2018","11/26/2018","KOD","S",4037,"OA","NPT","515700","630",0,50,0,42.7480260666,46.2025441024,0
"OBS",2018,,"3/24/2018",,,"M",3373,"CDQ","NPT","715130","541",0,50,0,31.85851,31.90343,0
"ELLR",2018,4618728,"10/8/2018","10/9/2018","KOD","S",435,"OA","PTR","515730","630",13.55722916748170386934,40,0.1541178646,86.2583002257,87.9666299729,13.55722916748170386934
"ELLR",2018,3991674,"1/29/2018","1/30/2018","KOD","S",32761,"OA","PTR","525703","630",0.77684305261951256704,50,0.0542985344,14.2405324561,14.3068880441,0.77684305261951256704
"OBS",2018,,"10/6/2018",,,"CP",3819,"A80","NPT","725201","541",0,50,0,10.6807616,11.24064,0
"OBS",2018,,"3/31/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,9.1816485,10.04549,0
"OBS",2018,,"2/24/2018",,,"CP",3835,"A80","NPT","785131","542",0,50,0,36.0517437,36.72307,0
"OBS",2018,,"9/22/2018",,,"CP",3819,"A80","NPT","755201","541",0,50,0,44.11448,44.85335,0
"OBS",2018,,"6/23/2018",,,"CP",2733,"A80","NPT","715202","541",0,50,0,50.4221256,52.49591,0
"ELLR",2018,4616100,"9/25/2018","9/26/2018","SPT","S",4614,"OA","PTR","605431","610",0,50,0,31.3939281426,31.3939281426,0
"OBS",2018,,"10/20/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,18.8902364,19.13047,0
"OBS",2018,,"3/3/2018",,,"CP",34017,"A80","NPT","795230","542",0,50,0,39.10528,39.10528,0
"ELLR",2018,4029772,"5/14/2018","5/17/2018","KOD","S",405,"RPP","PTR","495730","630",0,50,0,38.555170013,38.5734354361,0
"OBS",2018,,"11/3/2018",,,"M",11770,"OA","NPT","725130","541",0,50,0,18.335394,18.91359,0
"OBS",2018,,"8/18/2018",,,"CP",34249,"A80","NPT","845202","543",4.982129340627933,50,0.1557249741,31.6668564,31.99313,4.982129340627933
"ELLR",2018,4605051,"9/4/2018","9/5/2018","KOD","S",1674,"OA","PTR","515700","630",6.33916192106624244818,40,0.0489042554,128.273654274,129.6239329117,6.33916192106624244818
"OBS",2018,,"9/8/2018",,,"CP",34017,"A80","NPT","795230","542",0,50,0,10.3941486,10.56951,0
"ELPR",2018,4618278,"10/27/2018",,,"CP",367,"OA","NPT","525702","630",0,25,0,19.0387281992,19.0387281992,0
"OBS",2018,,"3/17/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,9.9852237,10.16337,0
"OBS",2018,,"11/17/2018",,,"CP",34249,"A80","NPT","715202","541",0,50,0,18.8730554,19.24424,0
"ELLR",2018,4618433,"10/6/2018","10/8/2018","KOD","S",32645,"OA","PTR","555630","620",7.55288889663804464448,40,0.1095974171,68.3112830774,68.9148439488,7.55288889663804464448
"ELLR",2018,4617631,"10/1/2018","10/3/2018","KOD","S",249,"OA","PTR","555630","620",13.55948793095347442734,40,0.1095974171,122.6373154844,123.7208712554,13.55948793095347442734
"OBS",2018,,"7/21/2018",,,"CP",4093,"OA","NPT","695200","610",0,50,0,52.617908,52.85833,0
"OBS",2018,,"7/21/2018",,,"CP",34017,"A80","NPT","875232","543",0,50,0,38.63835,38.76612,0
"OBS",2018,,"6/30/2018",,,"CP",661,"CDQ","NPT","835200","543",0,50,0,21.3374601,21.55299,0
"OBS",2018,,"7/7/2018",,,"CP",3835,"A80","NPT","895230","543",0,50,0,8.84744,8.89249,0
"OBS",2018,,"9/15/2018",,,"M",3373,"OA","NPT","725201","541",2.00160037066317,50,0.4247463895,4.3394701,4.71246,2.00160037066317
"ELLR",2018,4618719,"10/10/2018","10/11/2018","AKU","S",4131,"OA","PTR","665301","610",26.36747791539713411721,40,0.2045957941,128.8406447365,128.8759528581,26.36747791539713411721
"OBS",2018,,"7/21/2018",,,"CP",2800,"RPP","NPT","585432","620",0,50,0,10.17834,10.62498,0
"OBS",2018,,"10/13/2018",,,"CP",2134,"A80","NPT","725130","541",0,50,0,17.1528616,17.55263,0
"OBS",2018,,"9/8/2018",,,"M",3373,"OA","NPT","725201","541",1.483130855466282,50,0.1588085862,9.207387,9.33911,1.483130855466282
"OBS",2018,,"8/11/2018",,,"CP",4093,"A80","NPT","835200","543",0,50,0,11.3098425,12.495,0
"OBS",2018,,"7/14/2018",,,"CP",3694,"OA","NPT","695200","610",0,50,0,32.1762083,32.53499,0
"OBS",2018,,"2/24/2018",,,"CP",3423,"A80","NPT","845202","543",0,50,0,33.081,33.081,0
"OBS",2018,,"8/11/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,14.89352,15.845,0
"ELLR",2018,4613501,"9/15/2018","9/17/2018","KOD","S",7079,"RPP","NPT","515630","630",0,50,0,5.3555651125,5.828899859,0
"ELLR",2018,3996265,"2/20/2018","2/21/2018","KOD","S",2010,"OA","PTR","545732","620",9.3692765556613216062,40,0.131268374,70.3929999003,71.3749722813,9.3692765556613216062
"OBS",2018,,"8/18/2018",,,"CP",34017,"A80","NPT","795200","542",0,50,0,48.4845471,50.53414,0
"OBS",2018,,"3/24/2018",,,"M",3373,"OA","NPT","715130","541",0,50,0,24.82623,24.89401,0
"OBS",2018,,"10/20/2018",,,"CP",3819,"A80","NPT","715202","541",0,50,0,13.2142445,14.01547,0
"OBS",2018,,"7/28/2018",,,"CP",1879,"RPP","NPT","585431","620",0,50,0,14.8446446,14.88302,0
"OBS",2018,,"9/8/2018",,,"M",11770,"OA","NPT","715202","541",0.622550775416217,50,0.1085504209,5.6034656,5.73513,0.622550775416217
"OBS",2018,,"8/11/2018",,,"CP",2733,"CDQ","NPT","795230","542",0,50,0,18.3232932,23.49489,0
"OBS",2018,,"7/7/2018",,,"CP",2800,"RPP","NPT","565502","620",0,50,0,15.59159,17.60886,0
"OBS",2018,,"11/3/2018",,,"CP",34249,"A80","NPT","725201","541",0,50,0,15.0921837,16.31369,0
"ELLR",2018,3995843,"2/18/2018","2/20/2018","KOD","S",4989,"OA","PTR","555701","620",17.2458925432165035606,40,0.131268374,129.5713820447,131.3788844769,17.2458925432165035606
"OBS",2018,,"3/17/2018",,,"CP",4092,"A80","NPT","715130","541",0,50,0,5.1664579,5.21835,0
"OBS",2018,,"6/30/2018",,,"CP",4093,"RPP","NPT","485831","630",0,50,0,0.464219,0.52633,0
"OBS",2018,,"7/28/2018",,,"CP",34017,"A80","NPT","825201","542",0,50,0,11.10316,11.54206,0
"OBS",2018,,"11/10/2018",,,"CP",34249,"A80","NPT","725201","541",0,50,0,12.1675554,12.85818,0
"OBS",2018,,"8/4/2018",,,"CP",34249,"CDQ","NPT","835200","543",0,50,0,22.8190644,23.1091,0
"ELLR",2018,4605403,"9/2/2018","9/4/2018","KOD","S",405,"OA","NPT","525630","630",0.43897695676550192526,40,0.0356938071,9.7627500411,12.2984067106,0.43897695676550192526
"OBS",2018,,"3/31/2018",,,"CP",3423,"A80","NPT","715130","541",0,50,0,45.85341,45.85341,0
"OBS",2018,,"10/27/2018",,,"CP",3819,"A80","NPT","715202","541",0,50,0,14.5248387,18.50632,0
"OBS",2018,,"9/15/2018",,,"M",3373,"CDQ","NPT","715202","541",0,50,0,32.489919,33.01501,0
"OBS",2018,,"4/7/2018",,,"CP",4093,"A80","NPT","845130","543",0.937684315229872,50,0.0512790341,18.2025924,18.28592,0.937684315229872
"OBS",2018,,"7/7/2018",,,"CP",3423,"A80","NPT","795102","542",0,50,0,30.46566,30.50744,0
"ELLR",2018,4616922,"10/7/2018","10/8/2018","IFP","S",1193,"OA","PTR","655330","610",219.75462101355264303328,50,2.6927750504,81.6089784332,81.6089784332,219.75462101355264303328
"OBS",2018,,"3/10/2018",,,"M",3373,"OA","NPT","715202","541",0,50,0,28.925,28.925,0
"OBS",2018,,"8/18/2018",,,"CP",34017,"A80","NPT","795230","542",0,50,0,21.1261743,21.33957,0
"OBS",2018,,"7/7/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,5.9796099,6.04001,0
"ELLR",2018,4599678,"8/30/2018","8/31/2018","SPT","S",1846,"OA","PTR","605431","610",3.96518248438332266675,40,0.0906931465,43.7208613595,43.7208613595,3.96518248438332266675
"ELLR",2018,4005368,"3/27/2018","3/29/2018","KOD","S",405,"OA","PTR","465901","640",0.57134260883669826535,40,0.0203850331,27.9666911648,28.0275536485,0.57134260883669826535
"OBS",2018,,"8/4/2018",,,"CP",2134,"A80","NPT","805132","542",0,50,0,33.2525061,33.62356,0
"OBS",2018,,"8/11/2018",,,"CP",2733,"CDQ","NPT","795230","542",0,50,0,31.7347748,37.9559,0
"OBS",2018,,"4/21/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,37.0186,37.155,0
"ELLR",2018,4621305,"10/26/2018","10/27/2018","KOD","S",1674,"RPP","NPT","515700","630",0,50,0,99.6185265298,123.9812560312,0
"OBS",2018,,"7/14/2018",,,"CP",3423,"A80","NPT","795102","542",0,50,0,27.02368,27.03381,0
"OBS",2018,,"8/4/2018",,,"CP",34017,"A80","NPT","845130","543",0,50,0,7.3771632,7.83423,0
"OBS",2018,,"5/26/2018",,,"CP",367,"OA","NPT","505730","630",0,50,0,8.8402586705,14.998916185,0
"OBS",2018,,"7/14/2018",,,"CP",2733,"A80","NPT","715202","541",0,50,0,36.901104,40.66827,0
"OBS",2018,,"2/3/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,3.0582755,3.09344,0
"OBS",2018,,"9/15/2018",,,"CP",3367,"OA","NPT","645331","610",0,50,0,3.9420117,13.07799,0
"OBS",2018,,"8/4/2018",,,"CP",4635,"A80","NPT","715130","541",0,50,0,16.7361777,16.91077,0
"OBS",2018,,"8/11/2018",,,"CP",2134,"A80","NPT","795200","542",0,50,0,24.8333877,25.11373,0
"ELLR",2018,4620706,"10/22/2018","10/22/2018","KOD","S",1193,"OA","PTR","525731","630",6.33681268509827180744,50,15.6657963446,0.395986139,0.4044998764,6.33681268509827180744
"ELLR",2018,4619507,"10/13/2018","10/15/2018","KOD","S",405,"OA","NPT","515700","630",0.88504220979242651,40,0.009795055,82.5234761929,90.356022482,0.88504220979242651
"OBS",2018,,"11/3/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,21.1539315,21.39497,0
